Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBand,SalaryBand,tenure_risk_score,overtime_flag,salary_gap,manager_tenure_ratio,RecruitmentCost,TrainingCost,ProductivityLoss,TotalAttritionCost,Attrition_Probability,Risk_Level
50,0,1,1234,1,20,5,3,1,1606,2,1,41,3,4,0,3,1,11245,20689,2,0,1,15,3,3,80,1,32,3,3,30,8,12,13,1,0,0,1,4434.0,0.4193548387096774,11245,22490,16867.5,50602.5,0.3559129347061722,Low Risk
32,0,2,634,1,5,4,4,1,1607,2,0,35,4,1,6,4,1,3312,18783,3,0,0,17,3,4,80,2,6,3,3,3,2,0,2,2,1,0,0,424.5,0.5,3312,6624,4968.0,14904.0,0.3856819402835379,Low Risk
44,0,2,1313,1,7,3,3,1,1608,2,0,31,3,5,5,4,0,19049,3549,0,0,1,14,3,4,80,1,23,4,2,22,7,1,10,1,0,0,1,2539.0,0.4347826086956521,19049,38098,28573.5,85720.5,0.031497998991475026,Low Risk
30,0,2,241,1,7,3,3,1,1609,2,1,48,2,1,6,2,1,2141,5348,1,0,0,12,3,2,80,1,6,3,2,6,4,1,1,3,3,0,0,-746.5,0.1428571428571428,2141,4282,3211.5,9634.5,0.6886954447964959,Medium Risk
45,0,2,1015,1,5,5,3,1,1611,3,0,50,1,2,2,1,2,5769,23447,1,0,1,14,3,1,80,0,10,3,3,10,7,1,4,3,1,0,1,2883.0,0.3636363636363636,5769,11538,8653.5,25960.5,0.3929165987286054,Low Risk
45,0,0,336,2,26,3,2,1,1612,1,1,52,2,2,7,1,1,4385,24162,1,0,0,15,3,1,80,1,10,2,3,10,7,4,5,3,1,0,0,-1846.0,0.4545454545454545,4385,8770,6577.5,19732.5,0.5434610856720352,Medium Risk
31,0,1,715,2,2,4,4,1,1613,4,1,54,3,2,7,1,2,5332,21602,7,0,0,13,3,4,80,0,10,3,3,5,2,0,3,2,1,0,0,-899.0,0.5,5332,10664,7998.0,23994.0,0.6283591896826981,Medium Risk
36,0,2,559,1,12,4,1,1,1614,3,0,76,3,2,4,3,1,4663,12421,9,0,1,12,3,2,80,2,7,2,3,3,2,1,1,2,1,0,1,-1784.0,0.25,4663,9326,6994.5,20983.5,0.753754872943963,High Risk
34,0,1,426,1,10,4,1,1,1615,3,1,42,4,2,4,4,0,4724,17000,1,0,0,13,3,1,80,1,9,3,3,9,7,7,2,3,1,0,0,-1723.0,0.2,4724,9448,7086.0,21258.0,0.4517538733783599,Medium Risk
49,0,2,722,1,25,4,1,1,1617,3,0,84,3,1,2,1,1,3211,22102,1,0,0,14,3,4,80,1,10,3,2,9,6,1,4,3,1,0,0,325.0,0.4,3211,6422,4816.5,14449.5,0.17617217910721075,Low Risk
39,0,2,1387,1,10,5,3,1,1618,2,1,76,3,2,4,1,1,5377,3835,2,0,0,13,3,4,80,3,10,3,3,7,7,7,7,3,1,0,0,-1070.0,0.875,5377,10754,8065.5,24196.5,0.21784054786551155,Low Risk
27,0,2,1302,1,19,3,4,1,1619,4,1,67,2,1,2,1,0,4066,16290,1,0,0,11,3,1,80,2,7,3,3,7,7,0,7,3,1,0,0,1180.0,0.875,4066,8132,6099.0,18297.0,0.19483279868336686,Low Risk
35,0,2,819,1,18,5,1,1,1621,2,1,48,4,2,6,1,1,5208,26312,1,0,0,11,3,4,80,0,16,2,3,16,15,1,10,1,1,0,0,2320.5,0.5882352941176471,5208,10416,7812.0,23436.0,0.17914164307847705,Low Risk
28,0,2,580,1,27,3,3,1,1622,2,0,39,1,2,4,1,0,4877,20460,0,0,0,21,4,2,80,1,6,5,2,5,3,0,0,2,1,0,0,-1570.0,0.0,4877,9754,7315.5,21946.5,0.6273477746353936,Medium Risk
21,0,2,546,1,5,1,3,1,1623,3,1,97,3,1,6,4,2,3117,26009,1,0,0,18,3,3,80,0,3,2,3,2,2,2,2,0,1,0,0,229.5,0.6666666666666666,3117,6234,4675.5,14026.5,0.6906512400307827,Medium Risk
18,1,1,544,2,3,2,3,1,1624,2,0,70,3,1,8,4,2,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0,4,3,1,1,-1010.0,0.0,1569,3138,2353.5,7060.5,0.8366395600732893,High Risk
47,0,2,1176,0,26,4,1,1,1625,4,0,98,3,5,3,3,1,19658,5220,3,0,0,11,3,3,80,1,27,2,3,5,2,1,0,2,0,0,0,2203.5,0.0,19658,39316,29487.0,88461.0,0.052552968885765015,Low Risk
39,0,2,170,1,3,2,3,1,1627,3,1,76,2,2,2,3,0,3069,10302,0,0,0,15,3,4,80,1,11,3,3,10,8,0,7,3,1,0,0,183.0,0.6363636363636364,3069,6138,4603.5,13810.5,0.06572735197390123,Low Risk
40,0,2,884,1,15,3,1,1,1628,1,0,80,2,3,4,3,1,10435,25800,1,0,0,13,3,4,80,2,18,2,3,18,15,14,12,1,0,0,0,3988.0,0.631578947368421,10435,20870,15652.5,46957.5,0.47541521669862336,Medium Risk
35,0,0,208,1,8,4,1,1,1630,3,0,52,3,2,0,3,1,4148,12250,1,0,0,12,3,4,80,1,15,5,3,14,11,2,9,1,1,0,0,-2663.0,0.6,4148,8296,6222.0,18666.0,0.059803482433266754,Low Risk
37,0,2,671,1,19,3,1,1,1631,3,1,85,3,2,4,3,1,5768,26493,3,0,0,17,3,1,80,3,9,2,2,4,3,0,2,2,1,0,0,-679.0,0.4,5768,11536,8652.0,25956.0,0.2854935228661165,Low Risk
39,0,1,711,1,4,3,3,1,1633,1,0,81,3,2,4,3,2,5042,3140,0,0,0,13,3,4,80,0,10,2,1,9,2,3,8,3,1,0,0,-1405.0,0.8,5042,10084,7563.0,22689.0,0.2379942650793935,Low Risk
45,0,2,1329,1,2,2,4,1,1635,4,0,59,2,2,4,4,0,5770,5388,1,0,0,19,3,1,80,2,10,3,3,10,7,3,9,3,1,0,0,-677.0,0.8181818181818182,5770,11540,8655.0,25965.0,0.03515495821764143,Low Risk
38,0,2,397,1,2,2,3,1,1638,4,0,54,2,3,4,3,1,7756,14199,3,0,1,19,3,4,80,1,10,6,4,5,4,0,2,2,2,0,1,1309.0,0.3333333333333333,7756,15512,11634.0,34902.0,0.27381987790281076,Low Risk
35,1,2,737,2,10,3,3,1,1639,4,1,55,2,3,7,1,1,10306,21530,9,0,0,17,3,3,80,0,15,3,3,13,12,6,0,1,0,0,0,4075.0,0.0,10306,20612,15459.0,46377.0,0.9139257914799888,High Risk
37,0,2,1470,1,10,3,3,1,1640,2,0,71,3,1,6,2,1,3936,9953,1,0,0,11,3,1,80,1,8,2,1,8,4,7,7,3,1,0,0,1048.5,0.7777777777777778,3936,7872,5904.0,17712.0,0.572137545057513,Medium Risk
40,0,2,448,1,16,3,1,1,1641,3,0,84,3,3,4,4,2,7945,19948,6,0,1,15,3,4,80,0,18,2,2,4,2,3,3,2,2,0,1,1498.0,0.6,7945,15890,11917.5,35752.5,0.6353880028309222,Medium Risk
44,0,1,602,0,1,5,0,1,1642,1,1,37,3,2,1,4,1,5743,10503,4,0,1,11,3,3,80,0,14,3,3,10,7,0,2,3,1,0,1,2650.0,0.1818181818181818,5743,11486,8614.5,25843.5,0.3612435854433163,Low Risk
48,0,1,365,1,4,5,3,1,1644,3,1,89,2,4,3,4,1,15202,5602,2,0,0,25,4,2,80,1,23,3,3,2,2,2,2,0,0,0,0,-2252.5,0.6666666666666666,15202,30404,22803.0,68409.0,0.03591564951050398,Low Risk
35,1,2,763,2,15,2,3,1,1645,1,1,59,1,2,7,4,0,5440,22098,6,0,1,14,3,4,80,2,7,2,2,2,2,2,2,0,1,0,1,-791.0,0.6666666666666666,5440,10880,8160.0,24480.0,0.7983983957956736,High Risk
24,0,1,567,1,2,1,5,1,1646,1,0,32,3,1,6,4,2,3760,17218,1,0,1,13,3,3,80,0,6,2,3,6,3,1,3,3,1,0,1,872.5,0.4285714285714285,3760,7520,5640.0,16920.0,0.7357261359076931,High Risk
27,0,2,486,1,8,3,3,1,1647,2,0,86,4,1,6,3,1,3517,22490,7,0,0,17,3,1,80,0,5,0,3,3,2,0,2,2,1,0,0,629.5,0.5,3517,7034,5275.5,15826.5,0.8462575795512304,High Risk
27,0,1,591,1,2,3,3,1,1648,4,1,87,3,1,6,4,2,2580,6297,2,0,0,13,3,3,80,0,6,0,2,4,2,1,2,2,3,0,0,-307.5,0.4,2580,5160,3870.0,11610.0,0.5742282981566766,Medium Risk
40,1,2,1329,1,7,3,1,1,1649,1,1,73,3,1,2,1,2,2166,3339,3,0,1,14,3,2,80,0,10,3,1,4,2,0,3,2,3,0,1,-720.0,0.6,2166,4332,3249.0,9747.0,0.574492049373723,Medium Risk
29,0,2,469,2,10,3,3,1,1650,3,1,42,2,2,7,3,2,5869,23413,9,0,0,11,3,3,80,0,8,2,3,5,2,1,4,2,1,0,0,-362.0,0.6666666666666666,5869,11738,8803.5,26410.5,0.874425936933916,High Risk
36,0,2,711,1,5,4,1,1,1651,2,0,42,3,3,0,1,1,8008,22792,4,0,0,12,3,3,80,2,9,6,3,3,2,0,2,2,2,0,0,1197.0,0.5,8008,16016,12012.0,36036.0,0.38831140706047323,Low Risk
25,0,1,772,1,2,1,1,1,1653,4,1,77,4,2,4,3,0,5206,4973,1,0,0,17,3,3,80,2,7,6,3,7,7,0,7,3,1,0,0,-1241.0,0.875,5206,10412,7809.0,23427.0,0.058567245740258324,Low Risk
39,0,2,492,1,12,3,3,1,1654,4,1,66,3,2,4,2,1,5295,7693,4,0,0,21,4,3,80,0,7,3,3,5,4,1,0,2,1,0,0,-1152.0,0.0,5295,10590,7942.5,23827.5,0.46786421244422793,Medium Risk
49,0,2,301,1,22,4,4,1,1655,1,0,72,3,4,5,2,1,16413,3498,3,0,0,16,3,2,80,2,27,2,3,4,2,1,2,2,0,0,0,-97.0,0.4,16413,32826,24619.5,73858.5,0.09830838530276399,Low Risk
50,0,2,813,1,17,5,1,1,1656,4,0,50,2,3,5,1,0,13269,21981,5,0,0,15,3,3,80,3,19,3,3,14,11,1,11,1,0,0,0,-3241.0,0.7333333333333333,13269,26538,19903.5,59710.5,0.0192679938958554,Low Risk
20,0,2,1141,2,2,3,3,1,1657,3,0,31,3,1,8,3,2,2783,13251,1,0,0,19,3,1,80,0,2,3,3,2,2,2,2,0,3,0,0,204.0,0.6666666666666666,2783,5566,4174.5,12523.5,0.8212256607791614,High Risk
34,0,2,1130,1,3,3,1,1,1658,4,0,66,3,2,6,2,0,5433,19332,1,0,0,12,3,3,80,1,11,2,3,11,8,7,9,1,1,0,0,2545.5,0.75,5433,10866,8149.5,24448.5,0.33322104354715415,Low Risk
36,0,2,311,1,7,3,1,1,1659,1,1,77,3,1,2,2,2,2013,10950,2,0,0,11,3,3,80,0,15,4,3,4,3,1,3,2,3,0,0,-873.0,0.6,2013,4026,3019.5,9058.5,0.4197219056491691,Medium Risk
49,0,2,465,1,6,1,1,1,1661,3,0,41,2,4,0,3,1,13966,11652,2,0,1,19,3,2,80,1,30,3,3,15,11,2,12,1,0,0,1,7155.0,0.75,13966,27932,20949.0,62847.0,0.052762708719445904,Low Risk
36,0,0,894,1,1,4,3,1,1662,4,0,33,2,2,4,3,1,4374,15411,0,0,0,15,3,3,80,0,4,6,3,3,2,1,2,2,1,0,0,-2073.0,0.5,4374,8748,6561.0,19683.0,0.17559750819072734,Low Risk
36,0,2,1040,1,3,2,1,1,1664,4,1,79,4,2,0,1,0,6842,26308,6,0,0,20,4,1,80,1,13,3,3,5,4,0,4,2,2,0,0,31.0,0.6666666666666666,6842,13684,10263.0,30789.0,0.22348407145995777,Low Risk
54,0,2,584,1,22,5,3,1,1665,2,0,91,3,4,3,3,1,17426,18685,3,0,0,25,4,3,80,1,36,6,3,10,8,4,7,3,0,0,0,-28.5,0.6363636363636364,17426,34852,26139.0,78417.0,0.01288310930760745,Low Risk
43,0,2,1291,1,15,2,1,1,1666,3,1,65,2,4,5,3,1,17603,3525,1,0,0,24,4,1,80,1,14,3,3,14,10,6,11,1,0,0,0,1093.0,0.7333333333333333,17603,35206,26404.5,79213.5,0.0969099965741669,Low Risk
35,1,1,880,2,12,4,4,1,1667,4,1,36,3,2,7,4,2,4581,10414,3,0,1,24,4,1,80,0,13,2,4,11,9,6,7,1,1,0,1,-1650.0,0.5833333333333334,4581,9162,6871.5,20614.5,0.49360120253686174,Medium Risk
38,0,1,1189,1,1,3,1,1,1668,4,1,90,3,2,6,4,1,4735,9867,7,0,0,15,3,4,80,2,19,4,4,13,11,2,9,1,1,0,0,1847.5,0.6428571428571429,4735,9470,7102.5,21307.5,0.0866186990558491,Low Risk
29,0,2,991,2,5,3,3,1,1669,1,1,43,2,2,7,2,0,4187,3356,1,0,1,13,3,2,80,1,10,3,2,10,0,0,9,3,1,0,1,-2044.0,0.8181818181818182,4187,8374,6280.5,18841.5,0.3949811400769149,Low Risk
33,0,2,392,2,2,4,3,1,1670,4,1,93,3,2,7,4,0,5505,3921,1,0,0,14,3,3,80,2,6,5,3,6,2,0,4,3,1,0,0,-726.0,0.5714285714285714,5505,11010,8257.5,24772.5,0.11541123349895835,Low Risk
32,0,2,977,1,2,3,3,1,1671,4,1,45,3,2,6,2,0,5470,25518,0,0,0,13,3,3,80,2,10,4,2,9,5,1,6,3,1,0,0,2582.5,0.6,5470,10940,8205.0,24615.0,0.155386757236098,Low Risk
31,0,2,1112,2,5,4,1,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,0,11,3,1,80,2,10,2,3,10,0,0,2,3,1,0,0,-755.0,0.1818181818181818,5476,10952,8214.0,24642.0,0.3707732470180875,Low Risk
49,0,2,464,1,16,3,3,1,1674,4,0,74,3,1,2,1,0,2587,24941,4,0,1,16,3,2,80,1,17,2,2,2,2,2,2,0,3,0,1,-299.0,0.6666666666666666,2587,5174,3880.5,11641.5,0.4067232500782159,Medium Risk
38,0,1,148,1,2,3,3,1,1675,4,0,42,2,1,2,2,2,2440,23826,1,0,0,22,4,2,80,0,4,3,3,4,3,3,3,2,3,0,0,-446.0,0.6,2440,4880,3660.0,10980.0,0.5809089258662118,Medium Risk
47,0,2,1225,2,2,4,1,1,1676,2,0,47,4,4,3,2,0,15972,21086,6,0,0,14,3,3,80,3,29,2,3,3,2,1,2,2,0,0,0,-1482.5,0.5,15972,31944,23958.0,71874.0,0.03372023261914922,Low Risk
49,0,2,809,1,1,3,1,1,1677,3,1,36,3,4,3,3,2,15379,22384,4,0,0,14,3,1,80,0,23,2,3,8,7,0,0,3,0,0,0,-2075.5,0.0,15379,30758,23068.5,69205.5,0.056732834019620794,Low Risk
41,0,2,1206,2,23,2,1,1,1678,4,1,80,3,3,7,3,2,7082,11591,3,0,1,16,3,4,80,0,21,2,3,2,0,0,2,0,2,0,1,851.0,0.6666666666666666,7082,14164,10623.0,31869.0,0.3127981125667534,Low Risk
20,0,2,727,2,9,1,1,1,1680,4,1,54,3,1,8,1,2,2728,21082,1,0,0,11,3,1,80,0,2,3,3,2,2,0,2,0,3,0,0,149.0,0.6666666666666666,2728,5456,4092.0,12276.0,0.8309480231085367,High Risk
33,0,0,530,2,16,3,1,1,1681,3,0,36,3,2,7,4,0,5368,16130,1,0,1,25,4,3,80,1,7,2,3,6,5,1,2,3,1,0,1,-863.0,0.2857142857142857,5368,10736,8052.0,24156.0,0.41017259507941367,Medium Risk
36,0,2,1351,1,26,4,1,1,1682,1,1,80,3,2,0,3,1,5347,7419,6,0,0,14,3,2,80,2,10,2,2,3,2,0,2,2,1,0,0,-1464.0,0.5,5347,10694,8020.5,24061.5,0.45089075698048686,Medium Risk
44,0,2,528,0,1,3,1,1,1683,3,0,44,3,1,1,4,0,3195,4167,4,0,1,18,3,1,80,3,8,2,3,2,2,2,2,0,1,0,1,102.0,0.6666666666666666,3195,6390,4792.5,14377.5,0.3449409889509921,Low Risk
23,1,2,1320,1,8,1,3,1,1684,4,1,93,2,1,2,3,2,3989,20586,1,0,1,11,3,1,80,0,5,2,3,5,4,1,2,2,1,0,1,1103.0,0.3333333333333333,3989,7978,5983.5,17950.5,0.5992921034648404,Medium Risk
38,0,2,1495,1,4,2,3,1,1687,4,0,87,3,1,2,3,1,3306,26176,7,0,0,19,3,4,80,1,7,5,2,0,0,0,0,4,1,1,0,420.0,0.0,3306,6612,4959.0,14877.0,0.34094542647680465,Low Risk
53,0,2,1395,1,24,4,3,1,1689,2,1,48,4,3,0,4,1,7005,3458,3,0,0,15,3,3,80,0,11,2,3,4,3,1,2,2,2,0,0,194.0,0.4,7005,14010,10507.5,31522.5,0.15326323289464236,Low Risk
48,1,1,708,2,7,2,3,1,1691,4,0,95,3,1,8,3,1,2655,11740,2,0,1,11,3,3,80,2,19,3,3,9,7,7,7,3,3,0,1,76.0,0.7,2655,5310,3982.5,11947.5,0.1867810830960029,Low Risk
32,1,2,1259,1,2,4,1,1,1692,4,1,95,3,1,2,2,2,1393,24852,1,0,0,12,3,1,80,0,1,2,3,1,0,0,0,0,3,1,0,-1493.0,0.0,1393,2786,2089.5,6268.5,0.5205767753602001,Medium Risk
26,0,0,786,1,7,3,3,1,1693,4,1,76,3,1,2,4,2,2570,11925,1,0,0,20,4,3,80,0,7,5,3,7,7,5,7,3,3,0,0,-316.0,0.875,2570,5140,3855.0,11565.0,0.3391577360237953,Low Risk
55,0,2,1441,1,22,3,5,1,1694,1,1,94,2,1,6,2,0,3537,23737,5,0,0,12,3,4,80,1,8,1,3,4,2,1,2,2,1,0,0,649.5,0.4,3537,7074,5305.5,15916.5,0.3743411946466003,Low Risk
34,0,2,1157,1,5,2,3,1,1696,2,1,57,2,2,2,4,1,3986,11912,1,0,0,14,3,3,80,1,15,3,4,15,10,4,13,1,1,0,0,1100.0,0.8125,3986,7972,5979.0,17937.0,0.10321359268697398,Low Risk
60,0,2,370,1,1,4,3,1,1697,3,1,92,1,3,0,4,0,10883,20467,3,0,0,20,4,3,80,1,19,2,4,1,0,0,0,0,0,1,0,4072.0,0.0,10883,21766,16324.5,48973.5,0.07704410640786766,Low Risk
33,0,2,267,1,21,3,3,1,1698,2,1,79,4,1,2,2,1,2028,13637,1,0,0,18,3,4,80,3,14,6,3,14,11,2,13,1,3,0,0,-858.0,0.8666666666666667,2028,4056,3042.0,9126.0,0.08395933462662127,Low Risk
37,0,1,1278,2,1,4,3,1,1700,3,1,31,1,2,7,4,0,9525,7677,1,0,0,14,3,3,80,2,6,2,2,6,3,1,3,3,2,0,0,3294.0,0.4285714285714285,9525,19050,14287.5,42862.5,0.30190182916986813,Low Risk
34,0,2,678,1,19,3,1,1,1701,2,0,35,2,1,6,4,1,2929,20338,1,0,0,12,3,2,80,0,10,3,3,10,9,8,7,3,3,0,0,41.5,0.6363636363636364,2929,5858,4393.5,13180.5,0.680914164264495,Medium Risk
23,1,2,427,2,7,3,1,1,1702,3,1,99,3,1,8,4,0,2275,25103,1,0,1,21,4,2,80,1,3,2,3,3,2,0,2,2,3,0,1,-304.0,0.5,2275,4550,3412.5,10237.5,0.6449208710615183,Medium Risk
44,0,2,921,1,2,3,1,1,1703,3,0,96,4,3,0,4,1,7879,14810,1,0,1,19,3,2,80,1,9,2,3,8,7,6,7,3,2,0,1,1068.0,0.7777777777777778,7879,15758,11818.5,35455.5,0.16362373891276918,Low Risk
35,0,1,146,1,2,4,3,1,1704,1,1,79,2,1,6,4,2,4930,13970,0,0,1,14,3,3,80,0,6,2,4,5,4,1,4,2,1,0,1,2042.5,0.6666666666666666,4930,9860,7395.0,22185.0,0.5385636801903148,Medium Risk
43,0,2,1179,2,2,3,3,1,1706,4,1,73,3,2,7,4,1,7847,6069,1,0,1,17,3,1,80,1,10,3,3,10,9,8,8,3,2,0,1,1616.0,0.7272727272727273,7847,15694,11770.5,35311.5,0.26326836258878483,Low Risk
24,0,2,581,1,9,3,3,1,1707,3,1,62,4,1,6,3,1,4401,17616,1,0,0,16,3,4,80,1,5,1,3,5,3,0,4,2,1,0,0,1513.5,0.6666666666666666,4401,8802,6601.5,19804.5,0.45900002794658756,Medium Risk
41,0,2,918,2,6,3,2,1,1708,4,1,35,3,3,7,3,2,9241,15869,1,0,0,12,3,2,80,0,10,3,3,10,8,8,7,3,2,0,0,3010.0,0.6363636363636364,9241,18482,13861.5,41584.5,0.49599088683474446,Medium Risk
29,0,2,1082,1,9,4,3,1,1709,4,0,43,3,1,2,3,1,2974,25412,9,0,0,17,3,3,80,1,9,2,3,5,3,1,2,2,3,0,0,88.0,0.3333333333333333,2974,5948,4461.0,13383.0,0.7482319109109901,High Risk
36,0,2,530,2,2,4,1,1,1710,3,0,51,3,2,8,4,2,4502,7439,3,0,0,15,3,3,80,0,17,2,2,13,7,6,7,1,1,0,0,1923.0,0.5,4502,9004,6753.0,20259.0,0.589799723001391,Medium Risk
45,0,0,1238,1,1,1,1,1,1712,3,1,74,2,3,0,3,1,10748,3395,3,0,0,23,4,4,80,1,25,3,2,23,15,14,4,1,0,0,0,3937.0,0.1666666666666666,10748,21496,16122.0,48366.0,0.47254274766587084,Medium Risk
24,1,2,240,0,22,1,0,1,1714,4,1,58,1,1,1,3,1,1555,11585,1,0,0,11,3,3,80,1,1,2,3,1,0,0,0,0,3,1,0,-1538.0,0.0,1555,3110,2332.5,6997.5,0.7747489829334006,High Risk
47,1,1,1093,2,9,3,1,1,1716,3,1,82,1,4,7,3,1,12936,24164,7,0,0,11,3,3,80,0,25,3,1,23,5,14,10,1,0,0,0,6705.0,0.4166666666666667,12936,25872,19404.0,58212.0,0.9073873922605715,High Risk
26,0,2,390,1,17,4,3,1,1718,4,1,62,1,1,2,3,1,2305,6217,1,0,0,15,3,3,80,3,3,3,4,3,2,0,2,2,3,0,0,-581.0,0.5,2305,4610,3457.5,10372.5,0.44858947395081866,Medium Risk
45,0,2,1005,1,28,2,5,1,1719,4,0,48,2,4,5,2,2,16704,17119,1,0,0,11,3,3,80,0,21,2,3,21,6,8,6,1,0,0,0,194.0,0.2727272727272727,16704,33408,25056.0,75168.0,0.3623722760922483,Low Risk
32,0,1,585,1,10,3,1,1,1720,1,1,56,3,1,6,3,1,3433,17360,6,0,0,13,3,1,80,1,10,3,2,5,2,1,3,2,1,0,0,545.5,0.5,3433,6866,5149.5,15448.5,0.7819139783722895,High Risk
31,0,2,741,1,2,4,1,1,1721,2,1,69,3,1,2,3,1,3477,18103,1,0,0,14,3,4,80,1,6,2,4,5,2,0,3,2,1,0,0,591.0,0.5,3477,6954,5215.5,15646.5,0.311679343090345,Low Risk
41,0,0,552,0,4,3,0,1,1722,3,1,60,1,2,1,2,1,6430,20794,6,0,0,19,3,2,80,1,10,4,3,3,2,1,2,2,2,0,0,3337.0,0.5,6430,12860,9645.0,28935.0,0.6237612862273182,Medium Risk
40,0,2,369,1,8,2,1,1,1724,2,0,92,3,2,4,1,1,6516,5041,2,0,1,16,3,2,80,1,18,3,3,1,0,0,0,0,2,1,1,69.0,0.0,6516,13032,9774.0,29322.0,0.4399973073656459,Medium Risk
24,0,2,506,1,29,1,3,1,1725,2,1,91,3,1,2,1,0,3907,3622,1,0,0,13,3,2,80,3,6,2,4,6,2,1,2,3,1,0,0,1021.0,0.2857142857142857,3907,7814,5860.5,17581.5,0.6391255821221619,Medium Risk
46,0,2,717,1,13,4,1,1,1727,3,1,34,3,2,0,2,2,5562,9697,6,0,0,14,3,4,80,0,19,3,3,10,7,0,9,3,1,0,0,-1249.0,0.8181818181818182,5562,11124,8343.0,25029.0,0.1043970767907502,Low Risk
35,0,2,1370,1,27,4,1,1,1728,4,1,49,3,2,4,3,1,6883,5151,2,0,0,16,3,2,80,1,17,3,3,7,7,0,7,3,2,0,0,436.0,0.875,6883,13766,10324.5,30973.5,0.0885399153486369,Low Risk
30,0,2,793,1,16,1,1,1,1729,2,1,33,3,1,6,4,1,2862,3811,1,0,0,12,3,2,80,1,10,2,2,10,0,0,8,3,3,0,0,-25.5,0.7272727272727273,2862,5724,4293.0,12879.0,0.4415180056357635,Medium Risk
47,0,0,543,2,2,4,2,1,1731,3,1,87,3,2,7,2,1,4978,3536,7,0,0,11,3,4,80,1,4,3,1,1,0,0,0,0,1,1,0,-1253.0,0.0,4978,9956,7467.0,22401.0,0.6003120935026756,Medium Risk
46,0,2,1277,2,2,3,1,1,1732,3,1,74,3,3,7,4,0,10368,5596,4,0,1,12,3,2,80,1,13,5,2,10,6,0,3,3,0,0,1,4137.0,0.2727272727272727,10368,20736,15552.0,46656.0,0.17951040740435079,Low Risk
36,1,2,1456,2,13,5,2,1,1733,2,1,96,2,2,7,1,0,6134,8658,5,0,1,13,3,2,80,3,16,3,3,2,2,2,2,0,2,0,1,-97.0,0.6666666666666666,6134,12268,9201.0,27603.0,0.5109774278697216,Medium Risk
32,1,2,964,2,1,2,1,1,1734,1,1,34,1,2,7,2,2,6735,12147,6,0,0,15,3,2,80,0,10,2,3,0,0,0,0,4,2,1,0,504.0,0.0,6735,13470,10102.5,30307.5,0.8525336791621669,High Risk
23,0,2,160,1,4,1,3,1,1735,3,0,51,3,1,2,2,2,3295,12862,1,0,0,13,3,3,80,0,3,3,1,3,2,1,2,2,1,0,0,409.0,0.5,3295,6590,4942.5,14827.5,0.7501851536315376,High Risk
31,0,1,163,1,24,1,5,1,1736,4,0,30,3,2,4,4,2,5238,6670,2,0,0,20,4,4,80,0,9,3,2,5,4,1,4,2,1,0,0,-1209.0,0.6666666666666666,5238,10476,7857.0,23571.0,0.4128204297962153,Medium Risk
39,0,0,792,1,1,3,1,1,1737,4,1,77,3,2,2,4,1,6472,8989,1,0,1,15,3,4,80,1,9,2,3,9,8,5,8,3,2,0,1,3586.0,0.8,6472,12944,9708.0,29124.0,0.22195031455581382,Low Risk
32,0,2,371,2,19,3,1,1,1739,4,1,80,1,3,7,3,1,9610,3840,3,0,0,13,3,3,80,1,10,2,1,4,3,0,2,2,2,0,0,3379.0,0.4,9610,19220,14415.0,43245.0,0.6509008841443839,Medium Risk
40,0,2,611,2,7,4,3,1,1740,2,1,88,3,5,3,2,2,19833,4349,1,0,0,14,3,2,80,0,21,3,2,21,8,12,8,1,0,0,0,2378.5,0.3636363636363636,19833,39666,29749.5,89248.5,0.5564390388498734,Medium Risk
45,0,2,176,0,4,3,1,1,1744,3,0,56,1,3,1,3,1,9756,6595,4,0,0,21,4,3,80,2,9,2,4,5,0,0,3,2,2,0,0,6663.0,0.5,9756,19512,14634.0,43902.0,0.5197479507689807,Medium Risk
30,0,1,1312,1,2,4,5,1,1745,4,0,78,2,1,6,1,2,4968,26427,0,0,0,16,3,4,80,0,10,2,3,9,7,0,7,3,1,0,0,2080.5,0.7,4968,9936,7452.0,22356.0,0.16308686714797316,Low Risk
24,0,1,897,0,10,3,3,1,1746,1,1,59,3,1,1,4,1,2145,2097,0,0,0,14,3,4,80,1,3,2,3,2,2,2,1,0,3,0,0,-948.0,0.3333333333333333,2145,4290,3217.5,9652.5,0.59251359717316,Medium Risk
30,1,1,600,0,8,3,0,1,1747,3,0,66,2,1,1,4,0,2180,9732,6,0,0,11,3,3,80,1,6,0,2,4,2,1,2,2,3,0,0,-913.0,0.4,2180,4360,3270.0,9810.0,0.6852592499441393,Medium Risk
